# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
RPL21	ENSG00000122026	ENST00000493317	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RPS9	ENSG00000170889	ENST00000448962	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
RPUSD1	ENSG00000007376	ENST00000007264	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RPUSD1	ENSG00000007376	ENST00000561734	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RPUSD1	ENSG00000007376	ENST00000562070	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RPUSD1	ENSG00000007376	ENST00000563560	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RPUSD1	ENSG00000007376	ENST00000565377	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RPUSD1	ENSG00000007376	ENST00000565503	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RPUSD1	ENSG00000007376	ENST00000565809	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RPUSD1	ENSG00000007376	ENST00000567114	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RPUSD1	ENSG00000007376	ENST00000567283	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RPUSD1	ENSG00000007376	ENST00000569601	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SAFB	ENSG00000160633	ENST00000292123	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SAFB	ENSG00000160633	ENST00000454510	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SAFB	ENSG00000160633	ENST00000586281	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SAFB	ENSG00000160633	ENST00000588852	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SAFB	ENSG00000160633	ENST00000589006	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SAFB	ENSG00000160633	ENST00000589863	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SAFB	ENSG00000160633	ENST00000591991	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SAFB	ENSG00000160633	ENST00000592224	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SAFB	ENSG00000160633	ENST00000592555	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SBK2	ENSG00000187550	ENST00000344158	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SBK2	ENSG00000187550	ENST00000413299	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SBNO2	ENSG00000064932	ENST00000361757	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SBNO2	ENSG00000064932	ENST00000438103	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SBNO2	ENSG00000064932	ENST00000587024	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SBNO2	ENSG00000064932	ENST00000587655	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SBNO2	ENSG00000064932	ENST00000590176	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SBNO2	ENSG00000064932	ENST00000590446	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SBNO2	ENSG00000064932	ENST00000590998	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SBNO2	ENSG00000064932	ENST00000592222	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SCARB1	ENSG00000073060	ENST00000261693	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCARB1	ENSG00000073060	ENST00000339570	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCARB1	ENSG00000073060	ENST00000415380	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCARB1	ENSG00000073060	ENST00000535005	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SCARB1	ENSG00000073060	ENST00000538291	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SCARB1	ENSG00000073060	ENST00000539320	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SCARB1	ENSG00000073060	ENST00000541661	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SCARB1	ENSG00000073060	ENST00000544327	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCARB1	ENSG00000073060	ENST00000545493	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCARB1	ENSG00000073060	ENST00000546215	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCN3A	ENSG00000153253	ENST00000283254	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCN3A	ENSG00000153253	ENST00000360093	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCN3A	ENSG00000153253	ENST00000409101	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCN3A	ENSG00000153253	ENST00000440431	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCN3A	ENSG00000153253	ENST00000638473	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SCN3A	ENSG00000153253	ENST00000639244	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCN3A	ENSG00000153253	ENST00000640652	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SCN3A	ENSG00000153253	ENST00000658209	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SCN3A	ENSG00000153253	ENST00000668657	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCN7A	ENSG00000136546	ENST00000419992	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCN7A	ENSG00000136546	ENST00000424326	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SCN7A	ENSG00000136546	ENST00000441411	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCN7A	ENSG00000136546	ENST00000619410	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCN7A	ENSG00000136546	ENST00000621965	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCN7A	ENSG00000136546	ENST00000643258	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCNN1B	ENSG00000168447	ENST00000307331	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCNN1B	ENSG00000168447	ENST00000343070	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCNN1B	ENSG00000168447	ENST00000564275	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SCNN1B	ENSG00000168447	ENST00000568085	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCNN1B	ENSG00000168447	ENST00000568923	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SECISBP2L	ENSG00000138593	ENST00000261847	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SECISBP2L	ENSG00000138593	ENST00000380927	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SECISBP2L	ENSG00000138593	ENST00000559471	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SECISBP2L	ENSG00000138593	ENST00000561428	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SEMA4A	ENSG00000196189	ENST00000355014	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SEMA4A	ENSG00000196189	ENST00000368282	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SEMA4A	ENSG00000196189	ENST00000368284	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SEMA4A	ENSG00000196189	ENST00000368285	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SEMA4A	ENSG00000196189	ENST00000368286	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SEMA4A	ENSG00000196189	ENST00000414683	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SEMA4A	ENSG00000196189	ENST00000435124	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SEMA4A	ENSG00000196189	ENST00000438830	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SEMA4A	ENSG00000196189	ENST00000462892	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SEMA4A	ENSG00000196189	ENST00000466698	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SEMA4A	ENSG00000196189	ENST00000469065	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SEMA4A	ENSG00000196189	ENST00000470306	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SEMA4A	ENSG00000196189	ENST00000485575	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SEMA4A	ENSG00000196189	ENST00000487358	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SEMA4A	ENSG00000196189	ENST00000633494	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SETBP1	ENSG00000152217	ENST00000649279	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SF3B2	ENSG00000087365	ENST00000322535	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SF3B2	ENSG00000087365	ENST00000524627	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SF3B2	ENSG00000087365	ENST00000525207	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SF3B2	ENSG00000087365	ENST00000528302	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SF3B2	ENSG00000087365	ENST00000529994	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SF3B2	ENSG00000087365	ENST00000530322	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SF3B2	ENSG00000087365	ENST00000530981	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SF3B2	ENSG00000087365	ENST00000533595	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SF3B2	ENSG00000087365	ENST00000534765	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SGCG	ENSG00000102683	ENST00000218867	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC12A6	ENSG00000140199	ENST00000354181	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC12A6	ENSG00000140199	ENST00000397702	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC12A6	ENSG00000140199	ENST00000458406	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC12A6	ENSG00000140199	ENST00000558589	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC12A6	ENSG00000140199	ENST00000558667	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC12A6	ENSG00000140199	ENST00000559236	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC12A6	ENSG00000140199	ENST00000559484	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC12A6	ENSG00000140199	ENST00000559523	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC12A6	ENSG00000140199	ENST00000559664	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC12A6	ENSG00000140199	ENST00000561080	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC12A6	ENSG00000140199	ENST00000561120	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC13A5	ENSG00000141485	ENST00000293800	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SLC13A5	ENSG00000141485	ENST00000381074	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SLC13A5	ENSG00000141485	ENST00000433363	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SLC13A5	ENSG00000141485	ENST00000572094	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SLC13A5	ENSG00000141485	ENST00000572352	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SLC13A5	ENSG00000141485	ENST00000573648	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SLC13A5	ENSG00000141485	ENST00000574824	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SLC13A5	ENSG00000141485	ENST00000575230	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SLC13A5	ENSG00000141485	ENST00000576323	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SLC25A34	ENSG00000162461	ENST00000294454	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC2A7	ENSG00000197241	ENST00000400906	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SLC35E2B	ENSG00000189339	ENST00000481276	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SLC35E2B	ENSG00000189339	ENST00000611123	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SLC35E2B	ENSG00000189339	ENST00000614300	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SLC35E2B	ENSG00000189339	ENST00000617444	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SLIT3	ENSG00000184347	ENST00000332966	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SLIT3	ENSG00000184347	ENST00000404867	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SLIT3	ENSG00000184347	ENST00000518092	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLIT3	ENSG00000184347	ENST00000519560	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SMCHD1	ENSG00000101596	ENST00000320876	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SMCHD1	ENSG00000101596	ENST00000577300	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SMCHD1	ENSG00000101596	ENST00000577880	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SMCHD1	ENSG00000101596	ENST00000581226	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SMCHD1	ENSG00000101596	ENST00000585229	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SMPD1	ENSG00000166311	ENST00000342245	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SMPD1	ENSG00000166311	ENST00000526280	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SMPD1	ENSG00000166311	ENST00000527275	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SMPD1	ENSG00000166311	ENST00000530395	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SMPD1	ENSG00000166311	ENST00000531303	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SMPD1	ENSG00000166311	ENST00000531336	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SMPD1	ENSG00000166311	ENST00000532367	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SMPD1	ENSG00000166311	ENST00000533123	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SMPD1	ENSG00000166311	ENST00000533196	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SMPD1	ENSG00000166311	ENST00000534405	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SMPD3	ENSG00000103056	ENST00000219334	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SNORA27	ENSG00000207051	ENST00000384323	snoRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNORA36B	ENSG00000222370	ENST00000410438	snoRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SNORD102	ENSG00000207500	ENST00000384769	snoRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SOX30	ENSG00000039600	ENST00000265007	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SOX30	ENSG00000039600	ENST00000311371	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SOX30	ENSG00000039600	ENST00000519442	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SPATA2L	ENSG00000158792	ENST00000289805	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SPATA2L	ENSG00000158792	ENST00000335360	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SPATA2L	ENSG00000158792	ENST00000569918	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SPATA31A3	ENSG00000275969	ENST00000428649	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SPRY2	ENSG00000136158	ENST00000377102	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SPRY2	ENSG00000136158	ENST00000377104	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SRF	ENSG00000112658	ENST00000265354	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SSNA1	ENSG00000176101	ENST00000322310	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SSNA1	ENSG00000176101	ENST00000459860	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SSNA1	ENSG00000176101	ENST00000463511	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SSNA1	ENSG00000176101	ENST00000464553	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SSU72P5	ENSG00000284018	ENST00000639584	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ST14	ENSG00000149418	ENST00000278742	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
STAB2	ENSG00000136011	ENST00000388887	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
STK19	ENSG00000204344	ENST00000375331	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STK19	ENSG00000204344	ENST00000375333	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STK19	ENSG00000204344	ENST00000463823	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STK19	ENSG00000204344	ENST00000466132	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STK19	ENSG00000204344	ENST00000466336	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STK19	ENSG00000204344	ENST00000469907	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STK19	ENSG00000204344	ENST00000471028	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STK19	ENSG00000204344	ENST00000473983	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STK19	ENSG00000204344	ENST00000478486	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STK19	ENSG00000204344	ENST00000483801	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STK19	ENSG00000204344	ENST00000484540	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STK19	ENSG00000204344	ENST00000490822	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STK19	ENSG00000204344	ENST00000491861	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STK19	ENSG00000204344	ENST00000492583	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STK19	ENSG00000204344	ENST00000519179	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STK32B	ENSG00000152953	ENST00000282908	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
STK32B	ENSG00000152953	ENST00000505508	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
STK32B	ENSG00000152953	ENST00000510398	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
STK32B	ENSG00000152953	ENST00000512018	nonsense_mediated_decay	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
STK32B	ENSG00000152953	ENST00000512636	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
STK32B	ENSG00000152953	ENST00000513705	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
STMN4	ENSG00000015592	ENST00000265770	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
STMN4	ENSG00000015592	ENST00000350889	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
STMN4	ENSG00000015592	ENST00000519614	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STMN4	ENSG00000015592	ENST00000519997	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STMN4	ENSG00000015592	ENST00000522750	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STMN4	ENSG00000015592	ENST00000522908	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
